Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Problem/Incident),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Account),Custom field (Business Value),Custom field (Cascading Select),Custom field (Effort),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Founder Sign-off),Custom field (Frustration),Custom field (Incorporated Version),Custom field (Iteration),Custom field (Link to play),Custom field (Morale),Custom field (Parent Link),Custom field (Peer Sign-off),Custom field (Phone Screen Feedback),Custom field (Phone Screen Score),Custom field (QA Completed On),Custom field (Raised During),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (Team),Custom field (Team),Custom field (Test Sessions),Custom field (Testing Notes status),Custom field (Testing Status),Custom field (Total Days Spent),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update Default Configurations for Different Franchise Groups,AXON-986,20428,20420,Sub-task,Canceled,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jbledsoe,jbledsoe,jbledsoe,19/Aug/16 4:50 PM,02/Sep/16 1:11 PM,01/Nov/16 4:03 PM,,,Public Web,,,,0,,,,"# Move default configuration from base.jsx into a service.
# Choose different defaults based on franchise group claim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXON-1020,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00azb:,,,,,,,,,,Not started,,,02/Sep/16 1:10 PM;jbledsoe;This work is covered under AXON-1020 and other tasks that [~jeffesp] completed.,,,,,,,,,,,,,,,,,,
Get page default from service,AXON-1020,21107,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jeffesp,jeffesp,jeffesp,02/Sep/16 1:05 PM,02/Sep/16 1:10 PM,01/Nov/16 4:03 PM,,,Public Web,,,,0,,,,The current page defaults are hard-coded in javascript. We need to load them from a service call and be able to merge/save to the browser's localstorage when done.,,jeffesp,,,complete site transition to load page state dynamically;02/Sep/16 1:06 PM;jeffesp;14400,Provide way to load settings dynamically;02/Sep/16 1:07 PM;jeffesp;21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36000,,,0,36000,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00bf3:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Self-onboarding site skeleton,AXON-996,20602,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,cvermeer,cvermeer,cvermeer,24/Aug/16 3:01 PM,02/Sep/16 9:02 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"Stand up a site skeleton.

Should be able to log on / create an account with any of the following:
* User / Password on nexosis site
* Google Oauth
* POS / Third party Oauth (e.g. Clover, Shopify, etc. as we bring integration with those parties online)

Once logged in, should be able to link account with POS / eCommerce vendors that we support.  E.g. Clover, Shopify, Breadcrumb, etc.",,cvermeer,gitlab,,Self Onboarding;02/Sep/16 8:09 AM;cvermeer;28800,Self Onboarding;02/Sep/16 8:09 AM;cvermeer;28800,Self Onboarding;02/Sep/16 8:09 AM;cvermeer;25200,Self Onboarding;02/Sep/16 8:09 AM;cvermeer;25200,Self Onboarding;02/Sep/16 8:11 AM;cvermeer;10800,Self Onboarding;02/Sep/16 8:11 AM;cvermeer;10800,Self Onboarding;02/Sep/16 8:11 AM;cvermeer;10800,Self Onboarding;02/Sep/16 8:11 AM;cvermeer;10800,Self Onboarding;02/Sep/16 8:11 AM;cvermeer;10800,,,,,,,,,,,,,,,,,,,,,0,162000,,,0,162000,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,AXON-995,,,,,,,,,,,,,,,0|i00b7j:,,,,,,,,,,Not started,,2016-09-02 09:02:56.669,"02/Sep/16 8:06 AM;cvermeer;Ended up nixing the Third party Oauth, and going solely with the Nexosis account for now.  Shopify Oauth is to a single store, and an individual person may have multiple stores.  So the flow is to create an account on the Nexosis site and then auth to your Shopify shop.","02/Sep/16 9:02 AM;gitlab;[Craig Vermeer|https://www.nexosisdev.com/u/craig] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/947699d92c52e3f6685ea4f21181c4a3cf91da80]:
'Merge AXON-996.  Add initial implementation and skeleton of self-onboarding site with Shopify'",,,,,,,,,,,,,,,,,
Workflows to fetch Shopify data and run forecasts,AXON-1007,20903,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,cvermeer,cvermeer,cvermeer,30/Aug/16 10:49 AM,02/Sep/16 8:15 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,cvermeer,,,Fetch shopify data;02/Sep/16 8:12 AM;cvermeer;3600,Fetch shopify data;02/Sep/16 8:12 AM;cvermeer;3600,Fetch shopify data;02/Sep/16 8:12 AM;cvermeer;18000,Fetch shopify data;02/Sep/16 8:12 AM;cvermeer;18000,Fetch shopify data;02/Sep/16 8:12 AM;cvermeer;18000,Fetch shopify data;02/Sep/16 8:12 AM;cvermeer;18000,Fetch shopify data;02/Sep/16 8:12 AM;cvermeer;18000,,,,,,,,,,,,,,,,,,,,,,,3600,97200,,,3600,97200,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,AXON-995,,,,,,,,,,,,,,,0|i00bav:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Shorten build times,AXON-936,20102,,Task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,cvermeer,cvermeer,cvermeer,15/Aug/16 3:17 PM,02/Sep/16 8:12 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,Builds are pretty slow at the moment (7-9 minutes).  Let's get them faster,,cvermeer,,,Futzing with builds;16/Aug/16 10:30 AM;cvermeer;10800,Futzing with builds;16/Aug/16 10:30 AM;cvermeer;10800,builds;18/Aug/16 10:12 PM;cvermeer;7200,builds;18/Aug/16 10:12 PM;cvermeer;10800,build times;02/Sep/16 8:12 AM;cvermeer;7200,,,,,,,,,,,,,,,,,,,,,,,,,0,46800,,,0,46800,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i00alr:,,,,,,,,,,Not started,,,16/Aug/16 10:26 AM;cvermeer;Build goes from 8-9 minutes down to 3 minutes if we don't run tests.  Still surprisingly slow.,16/Aug/16 10:32 AM;cvermeer;Adding /m to msbuild took it down to 1:49.  Better.,"16/Aug/16 4:22 PM;cvermeer;Did some work to split up tests and make sure that some setup code was running once per test fixture.  Shaved 30 seconds to a minute off the builds.

Also added /m switch to msbuild so that the build machine uses both cores, and have builds configured to ignore tests tagged in the 'slow' category, so that we can exclude tests from the build if needed.

Calling this 'good enough' for now.  Will circle back again later when I have some more spare cycles.",,,,,,,,,,,,,,,,
Target Burning Man Site Updates,AXON-934,20100,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jeffesp,jeffesp,jeffesp,15/Aug/16 9:28 AM,01/Sep/16 9:02 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,Going to update the site so we can look at both a prediction graph and a table store-by-store.,,jeffesp,,,get site running/import observations;16/Aug/16 2:22 PM;jeffesp;27000,show pretty graphs;17/Aug/16 9:49 AM;jeffesp;30600,import predictions/moar pretty on the graph;18/Aug/16 8:48 AM;jeffesp;34200,finish up POC site;19/Aug/16 4:31 PM;jeffesp;25200,import latest data;19/Aug/16 4:31 PM;jeffesp;3600,import new data and results;26/Aug/16 5:01 PM;jeffesp;10800,,,,,,,,,,,,,,,,,,,,,,,,0,131400,,,0,131400,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00alb:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Category-Level Display of Forecast Results,AXON-637,16614,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,,jbledsoe,jbledsoe,17/May/16 10:48 AM,31/Aug/16 12:43 PM,01/Nov/16 4:03 PM,,OFFA v1,Public Web,,,,0,,,,"Implement a page that displays the results of forecasting for a category of stores (e.g. brand, market, etc.)

The data to show must be pre-aggregated by the workflow engine.

This task represents a minimum-viable feature. The end product should include this display as a configurable dashboard, so this task may be refined if the dashboard specification is finalized prior to this task being implemented.",,jbledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXON-632,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i0062n:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Update Comments Sidebar for Event Creation,AXON-1011,20907,20110,Sub-task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,edunne,edunne,edunne,30/Aug/16 4:05 PM,31/Aug/16 10:11 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,edunne,,,Done;31/Aug/16 10:10 AM;edunne;9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9000,,,0,9000,,,,,,,,,,,,,,,,,,31/Aug/16 10:10 AM;edunne;Events Sidebar.png;https://giresearch.atlassian.net/secure/attachment/17600/Events+Sidebar.png,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00bbr:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Create Header Control and Inheriable filter types,AXON-1009,20905,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jeffesp,jeffesp,jeffesp,30/Aug/16 11:19 AM,30/Aug/16 11:19 AM,01/Nov/16 4:03 PM,,,Public Web,,,,0,,,,"Header control needs to be able to have multiple filter types rendered. 
Filter types need to have a common base and then render the different options they need.",,jeffesp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00bbb:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Import Davco Data,AXON-890,19555,,Task,Canceled,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,cvermeer,cvermeer,cvermeer,29/Jul/16 11:22 PM,29/Aug/16 2:53 PM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,cvermeer,,,Davco;01/Aug/16 8:30 AM;cvermeer;10800,Davco;16/Aug/16 11:52 AM;cvermeer;7200,Davco;16/Aug/16 11:52 AM;cvermeer;7200,Davco;16/Aug/16 11:52 AM;cvermeer;7200,Davco;16/Aug/16 11:52 AM;cvermeer;7200,Davco;16/Aug/16 11:52 AM;cvermeer;7200,,,,,,,,,,,,,,,,,,,,,,,,0,46800,,,0,46800,,,,,,AXON-796,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i009vr:,,,,,,,,,,Not started,,,"05/Aug/16 10:03 AM;cvermeer;Data imported.  However, problems showed up as a result of the import.  Need to work out details with Vivonet to get those resolved.",05/Aug/16 10:04 AM;cvermeer;Sent email to Lisa Egbert at Vivonet asking for confirmation re: what we're saying and for help resolving.  No word back yet.,"17/Aug/16 1:27 PM;cvermeer;On Monday 8/15, Lisa responded that she was reaching out to their Dev manager about uploading data.

On Tuesday 8/16 a single file with data for the week ending 8/14 was uploaded.

On Wednesday 8/17 sent an email to Lisa asking for an update, and asking for 3 years of data.",24/Aug/16 2:09 PM;cvermeer;Looks like files for 2015 were uploaded on 8/22.  Followed up with Lisa from VivoNet re: getting the rest.  According to her their development group is getting the 3 years of data now.,,,,,,,,,,,,,,,
Really do the Events system this time,AXON-974,20416,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jeffesp,jeffesp,jeffesp,19/Aug/16 2:20 PM,29/Aug/16 1:40 PM,01/Nov/16 4:03 PM,,,,,,,0,,,,"The events that are in the system are a one off for RedLady.  We need a way to actually create events so they can be consumed (or even be used to define) runs of the prediction algorithms.

When this task is complete, there will be a way to enter events in the UI and query them to display them on the graphs. ",,gitlab,jeffesp,,design/experiment with how to save and query data;19/Aug/16 4:32 PM;jeffesp;14400,display list and form to add;24/Aug/16 3:14 PM;jeffesp;30600,loading events and display;24/Aug/16 3:19 PM;jeffesp;28800,finish up input page;26/Aug/16 5:01 PM;jeffesp;21600,groundwork for events  - data structure and access;26/Aug/16 5:02 PM;jeffesp;23400,Data migration and other cleanup;26/Aug/16 5:14 PM;jeffesp;30600,,,,,,,,,,,,,,,,,,,,,,,,0,149400,,,0,149400,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00awn:,,,,,,,,,,Not started,,2016-08-23 16:04:01.241,"23/Aug/16 4:04 PM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/fb1004c497a0836432e824b3f65d59de4e41a053]:
'Merge branch 'master' into AXON-974'","23/Aug/16 4:04 PM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/b2d8d9cde62985adb2b81f9c0b3f0a54c4abc82f]:
'Merge branch 'master' into AXON-974'","23/Aug/16 4:41 PM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/5d15cfc94a4ad3df16f6d466b88e1a8f8931a322]:
'Merge branch 'master' into AXON-974'","26/Aug/16 8:20 AM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/de8175442ead12ce1c9d9a5e49faffc43a92a739]:
'Merge branch 'master' into AXON-974'","26/Aug/16 11:06 AM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/5990b0575c4db8e839afd4b385d21debd42a8839]:
'Merge branch 'master' into AXON-974'","26/Aug/16 5:13 PM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/c780fc4f47cafa7b9a3257e6ab7f5e8ca645e6a7]:
'Merge branch 'master' into AXON-974'","26/Aug/16 5:13 PM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/c2de13033e4b098b96a9ee6049828656f7574a6d]:
'Merge branch 'master' into AXON-974'",,,,,,,,,,,,
Merge Analytics.Console into Consolidated Workflow Runner,AXON-675,16927,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,ealmario,jbledsoe,jbledsoe,26/May/16 9:27 AM,26/Aug/16 1:17 PM,01/Nov/16 4:03 PM,,,Workflow Engine,,,,0,,,,"At the conclusion of this task the Analytics.Console project will be gone and Octopus will deploy the Axon.Console executable to dev and prod to execute Analytics workflows.

# Things I can think of that go with this task:
# Move the workflow steps and other classes that are necessary to execute the Analytics workflows into the Analytics.Workflow project
# Make sure the workflows execute properly when called from Axon.Console.exe (with Axon.Host.exe running)
# Delete the Analytics.Console project

Once you're done with this, I'll update Octopus and the scheduled server tasks.",,gitlab,jbledsoe,,Merge analytics console to axon workflow;26/Aug/16 1:17 PM;ealmario;28800,Merge analytics console to axon workflow;26/Aug/16 1:17 PM;ealmario;28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57600,,,0,57600,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,AXON-607,,,,,,,,,,,,,,,0|i006j3:,,,,,,,,,,Not started,,2016-08-26 10:43:41.492,"26/Aug/16 10:43 AM;gitlab;[John Bledsoe|https://www.nexosisdev.com/u/jbledsoe] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/4271a6e84e17a2747d50e8b52ebd880aca572b64]:
'Merge branch 'master' into AXON-675'",,,,,,,,,,,,,,,,,,
Merge PepsiMinot.Console into Consolidated Workflow Runner,AXON-674,16926,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,ealmario,jbledsoe,jbledsoe,26/May/16 9:26 AM,26/Aug/16 1:16 PM,01/Nov/16 4:03 PM,,,Workflow Engine,,,,0,,,,"At the conclusion of this task the PepsiMinot.Console project will be gone and Octopus will deploy the Axon.Console executable to dev and prod to execute Pepsi workflows.

Things I can think of that go with this task:
# Move the workflow steps and other classes that are necessary to execute the Pepsi workflows into the PepsiMinot.Workflow project
# Move classes that are necessary to test the Pepsi workflows from PepsiMinot.Console.Tests into a new PepsiMinot.Workflow.Tests project
# Make sure the workflows execute properly when called from Axon.Console.exe (with Axon.Host.exe running)
# Delete the PepsiMinot.Console and PepsiMinot.Console.Tests projects

Once you're done with this, I'll update Octopus and the scheduled server tasks.",,jbledsoe,,,Merge PepsiMinot.Console into Consolidated Workflow Runner;19/Aug/16 5:53 PM;ealmario;14400,Merge pepsiminot console to axon workflow;26/Aug/16 1:16 PM;ealmario;28800,Merge pepsiminot console to axon workflow;26/Aug/16 1:16 PM;ealmario;28800,Merge pepsiminot console to axon workflow;26/Aug/16 1:16 PM;ealmario;28800,,,,,,,,,,,,,,,,,,,,,,,,,,0,100800,,,0,100800,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,AXON-607,,,,,,,,,,,,,,,0|i006iv:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
The Rain is Too Damn High,AXON-975,20417,,Bug,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,cvermeer,cvermeer,cvermeer,19/Aug/16 2:42 PM,26/Aug/16 10:43 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"When looking at some of the graphs for RedLady, it seems like we're showing that it rains more than it feels like it should.

For example, did it really rain every day for almost a month in Las Vegas?
 !image-2016-08-19-14-42-16-502.png|thumbnail! ",,cvermeer,gitlab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Aug/16 2:42 PM;cvermeer;image-2016-08-19-14-42-16-502.png;https://giresearch.atlassian.net/secure/attachment/17001/image-2016-08-19-14-42-16-502.png,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i00awv:,,,,,,,,,,Not started,,2016-08-22 09:12:58.928,22/Aug/16 9:12 AM;gitlab;Issue solved with [0e116486a302cfeeaf5a6375fad67e634a5bf293|https://www.nexosisdev.com/development/axon/commit/0e116486a302cfeeaf5a6375fad67e634a5bf293].,"22/Aug/16 9:13 AM;cvermeer;The site was trying to impute missing precipitation values with a rolling average number, like it does with Temperature.  Fixed now.","26/Aug/16 10:43 AM;gitlab;[Craig Vermeer|https://www.nexosisdev.com/u/craig] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/0e116486a302cfeeaf5a6375fad67e634a5bf293]:
'Fixes AXON-975.  Don't impute missing precipitation values with a rolling average'",,,,,,,,,,,,,,,,
